storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5,prompt,generated_conclusion
79ed3279-e420-4801-b21b-fd03bc17facb,Annie is Sad,Annie took a trip to Florida to see her Dad.,They visited Magic Kingdom but Annie didn't have much fun.,Her Dad walked so fast that she couldn't keep up with him.,He wouldn't slow down because he thought he had to see everything.,Annie just wanted to see her Dad.,Write a concluding sentence for the following story: 'Annie took a trip to Florida to see her Dad. They visited Magic Kingdom but Annie didn't have much fun. Her Dad walked so fast that she couldn't keep up with him. He wouldn't slow down because he thought he had to see everything.,"Despite feeling stressed and rushed at Magic Kingdom, Annie was grateful for the opportunity to spend time with her Dad in Florida."
6c7c86c5-9cd2-4b23-8b27-ada6c7972504,Sam,Sam was riding his bike through the park.,He noticed an apple tree laden with fruit.,He stopped to pick the fruit and took some home.,"There, his mom made a delicious apple pie.",Then she thanked Sam for providing help with dessert!,"Write a concluding sentence for the following story: 'Sam was riding his bike through the park. He noticed an apple tree laden with fruit. He stopped to pick the fruit and took some home. There, his mom made a delicious apple pie.","Sam enjoyed every bite of the apple pie made from the fruit he picked in the park, grateful for the simple pleasures of nature and a loving mother."
8fd72cfb-dfc2-45c2-806e-a467f44133fb,Forgotten Birthday,I asked my girlfriend if we can visit my friend.,"Since she thought that I knew about her birthday, she said yes.","When we got inside of the place, my friend's brother called us.",He told us to hide.,"When my friend came, he surprised him for his birthday party.","Write a concluding sentence for the following story: 'I asked my girlfriend if we can visit my friend. Since she thought that I knew about her birthday, she said yes. When we got inside of the place, my friend's brother called us. He told us to hide.","Little did my girlfriend know, we were about to surprise her with a birthday celebration that she would never forget."
96bbd23f-7c88-484d-b948-9ebfad7bbea5,Joey Wins,Joey was in his championship basketball game,The game was tied at 80,Joey's team called a timeout to discuss the play,5 seconds left in the game,Joey gets the ball shoots and it goes in!,Write a concluding sentence for the following story: 'Joey was in his championship basketball game The game was tied at 80 Joey's team called a timeout to discuss the play 5 seconds left in the game,"As the buzzer sounded, Joey knew he had to give it his all in those final 5 seconds to secure victory for his team in the championship game."
544b75a1-7196-46d9-8ab7-c9f9b540ce60,Drum,The boy was walking up the street.,He seen a dark item on the road.,He decided to get closer.,He found out it was a drum.,He took the drum to the pawn shop and sold it.,Write a concluding sentence for the following story: 'The boy was walking up the street. He seen a dark item on the road. He decided to get closer. He found out it was a drum.,"After realizing the mysterious object was a drum, the boy couldn't wait to take it home and start playing."
606fbf28-4074-4bd9-a554-3f34185bc446,Pet Sitting,The Goetschius family moved to the Outer Banks.,It was their favorite vacation destination growing up.,They opened up a Flip Flop shops to make some money.,"It was busy at first, but they got the hang of it.",They ended up really enjoying their new home.,"Write a concluding sentence for the following story: 'The Goetschius family moved to the Outer Banks. It was their favorite vacation destination growing up. They opened up a Flip Flop shops to make some money. It was busy at first, but they got the hang of it.","In the end, the Goetschius family found success and happiness in their new venture on the Outer Banks."
5dc4429c-47aa-4fe3-8423-9133ea880579,Feeding Birds,I was in the park one day.,I sat at a bench with a bag of stale bread.,The birds gathered around my feat.,I threw bread across the floor.,"They all scooped up the pieces, and ate them.",Write a concluding sentence for the following story: 'I was in the park one day. I sat at a bench with a bag of stale bread. The birds gathered around my feat. I threw bread across the floor.,"As the sun began to set, I watched the birds happily feasting on the bread I had thrown, feeling a sense of peace and contentment."
04e72668-81f7-451d-9d70-35aa7208204d,New Car,My uncle wanted to get a new car.,He went to the dealership by himself.,When he got back to his house he had a sports car.,My aunt was upset and made him take it back.,He got a reasonable sedan instead.,Write a concluding sentence for the following story: 'My uncle wanted to get a new car. He went to the dealership by himself. When he got back to his house he had a sports car. My aunt was upset and made him take it back.,"In the end, my uncle had to return the sports car and the search for the perfect car continued."
eeb11d82-0501-4a36-b04b-deb4b94e0014,Slim Jim,Jim was very thin.,So thin people wondered if he was anorexic.,But he wasn't he just ate very little.,And got full very fast for unknown reasons.,Three months later he found out he had a tapeworm in his belly.,Write a concluding sentence for the following story: 'Jim was very thin. So thin people wondered if he was anorexic. But he wasn't he just ate very little. And got full very fast for unknown reasons.,"But despite his appearance, Jim was healthy and happy, proving that looks can be deceiving."
4a74b306-fb19-4051-ba04-8361f3590944,Hungry Jimmy,It was time for a break.,Jimmy decided to grab a snack.,The vending machine was broken.,The local restaurant was too far off.,Jimmy then remembered he had a sandwich in the fridge.,Write a concluding sentence for the following story: 'It was time for a break. Jimmy decided to grab a snack. The vending machine was broken. The local restaurant was too far off.,"Disappointed, Jimmy decided to just wait until he got home for a snack."
b5128fc8-df07-4000-978f-7a3c65f182c1,First Date,Sally was nervous was about her first date with Matt.,She took all day getting ready and changed clothes at least 5 times.,Matt arrived right at 5 and took Sally out to dinner.,Sally quickly calmed down and had a really good time with Matt.,At the end of the night they decided to make a second date.,Write a concluding sentence for the following story: 'Sally was nervous was about her first date with Matt. She took all day getting ready and changed clothes at least 5 times. Matt arrived right at 5 and took Sally out to dinner. Sally quickly calmed down and had a really good time with Matt.,"In the end, Sally's nerves melted away as she enjoyed a wonderful evening with Matt on their first date."
585fb4ca-c109-47de-96c6-35c2cd07c98c,The Tornado,Joey and his daughter lived in a mobile home in Texas.,"While watching the news, they heard there was a tornado coming.",They quickly went to the neighbors storm cellar and waited.,They hear loud noises and when the storm was over they came out.,They felt very privileged to be alive when they saw the destruction.,"Write a concluding sentence for the following story: 'Joey and his daughter lived in a mobile home in Texas. While watching the news, they heard there was a tornado coming. They quickly went to the neighbors storm cellar and waited. They hear loud noises and when the storm was over they came out.","Despite the destruction left by the tornado, Joey and his daughter were grateful to have sought shelter in time and were safe."
8e907ded-0995-4e23-9c4e-a5bfeb8d1c3d,Vacation,Amber and her family were going on a trip.,She found out someone else was going that she hated.,They decided not to go.,Everyone was mad that they backed out.,"Amber didn't care, and refused to back down.",Write a concluding sentence for the following story: 'Amber and her family were going on a trip. She found out someone else was going that she hated. They decided not to go. Everyone was mad that they backed out.,"In the end, Amber realized that sometimes it's better to avoid conflict and prioritize peace with loved ones over potentially tense situations."
84442451-e5f3-45d1-8818-d99e27e52205,Horace Cleans His Closet,Horace realizes that his closet has become cluttered with stuff.,He decides he needs to thoroughly clean it one night.,Horace cleans out all the old junk and papers from his closet.,"When cleaning the papers, he comes across an old photo that he loved.",Horace is happy that he cleaned out his closet.,"Write a concluding sentence for the following story: 'Horace realizes that his closet has become cluttered with stuff. He decides he needs to thoroughly clean it one night. Horace cleans out all the old junk and papers from his closet. When cleaning the papers, he comes across an old photo that he loved.","In the end, Horace feels a sense of accomplishment and nostalgia as he rediscovers a cherished memory hidden in the clutter of his closet."
fa4e309e-269f-4a3f-b8aa-078d305f3404,The Project,Hannah was assigned a group project with some of her classmates.,"Once she met with them, she realized that they were very lazy.",Hannah was forced to do all of the work for the project.,She decided she was going to tell her professor what happened.,The professor decided to not give her classmates credit for her work.,"Write a concluding sentence for the following story: 'Hannah was assigned a group project with some of her classmates. Once she met with them, she realized that they were very lazy. Hannah was forced to do all of the work for the project. She decided she was going to tell her professor what happened.","In the end, Hannah knew that she had to speak up and make sure her hard work was recognized by her professor."
c6cf17cb-4600-4a8c-83b4-d3745e11424c,Everyone's Favorite,There was an office party where Steve worked.,He was told to bring a dessert.,He brought everyone some baklava.,Nearly everyone was hesitant to try it at first.,It was a slow start but people began to eat it all.,Write a concluding sentence for the following story: 'There was an office party where Steve worked. He was told to bring a dessert. He brought everyone some baklava. Nearly everyone was hesitant to try it at first.,"But after one bite, they couldn't get enough of the delicious baklava Steve had brought."
7dda1298-a276-427c-9a35-d3492d65b88b,Wrong Move,Tommy was playing football with his friend in school.,"When he threw the ball, it broke through a classroom window.",A teacher got hit in the heated by the football.,She fell down violently.,The hospital staff escorted her out and Tommy got suspended .,"Write a concluding sentence for the following story: 'Tommy was playing football with his friend in school. When he threw the ball, it broke through a classroom window. A teacher got hit in the heated by the football. She fell down violently.",Tommy knew he would have to face the consequences of his actions and learn from this mistake.
678f3745-59e4-49c9-a782-2f45656f4b3d,Dropped Wallet,Ted was walking down the street with his earphone in his ear.,He bent over to tie his shoelaces.,"As he got up and walking, he dropped his wallet on the ground.",A passerby happened to notice the dropped wallet and stopped Ted.,Ted was so relieved that he gave the passerby a high five and a hug.,"Write a concluding sentence for the following story: 'Ted was walking down the street with his earphone in his ear. He bent over to tie his shoelaces. As he got up and walking, he dropped his wallet on the ground. A passerby happened to notice the dropped wallet and stopped Ted.","The passerby returned Ted's wallet, reminding him to be more cautious in the future."
e4842bcd-1568-4be7-8ec7-91cd259ab265,Detour,Michael liked being on time for work.,He left his house early for traffic.,When Michael went to get off on his exit it was closed.,He was sent on a detour and was twenty minutes late.,Michael was so embarrassed about being late to work.,Write a concluding sentence for the following story: 'Michael liked being on time for work. He left his house early for traffic. When Michael went to get off on his exit it was closed. He was sent on a detour and was twenty minutes late.,"Despite his best efforts, Michael's punctuality was ultimately thwarted by an unexpected road closure, causing him to arrive at work twenty minutes late."
5f8d9b56-f3bd-4cad-8629-8e9d647c3939,Somersault.,There was a little girl.,Her mom took her to gymnastics class.,She learned how to flip.,She goes on to win the olympics.,Her mom is so proud.,Write a concluding sentence for the following story: 'There was a little girl. Her mom took her to gymnastics class. She learned how to flip. She goes on to win the olympics.,"With hard work and dedication, the little girl's journey from gymnastics class to Olympic champion is truly inspiring."
bde8f02e-198d-4204-b316-02b0af325dca,Bad Player,Ella thought she was great at bowling.,"When her dad invited her to play, she accepted.","But as they played, she frowned.",She was doing very poorly!,"In fact, Ella lost the game by over a hundred points!","Write a concluding sentence for the following story: 'Ella thought she was great at bowling. When her dad invited her to play, she accepted. But as they played, she frowned. She was doing very poorly!","Despite her initial confidence, Ella quickly realized that her bowling skills were not as strong as she had thought."
24532b4d-232c-4463-9e75-16ef936b6af3,Who are you?,Paul and Peter met each other for a business lunch.,Paul introduced himself to Peter and Peter to Paul.,Paul instantly forgot Peter's name.,"To hide his blunder, Paul called Peter by the name Buddy.",Peter saw right through this and got annoyed.,"Write a concluding sentence for the following story: 'Paul and Peter met each other for a business lunch. Paul introduced himself to Peter and Peter to Paul. Paul instantly forgot Peter's name. To hide his blunder, Paul called Peter by the name Buddy.","Despite the mix-up with names, Paul and Peter had a successful business lunch and parted ways feeling optimistic about future collaborations."
3c36c433-3077-41df-82dd-494220f89ab1,Bills and Bills,Mark moved out of his parent's house into a town house.,He soon discovered all the things that he now had to do himself.,Paying for cable and internet was always something Mark's mom did.,"He shopped around and got both, adding a eighty dollar bill monthly.",Mark called his mom to thank her for all she has done for him.,"Write a concluding sentence for the following story: 'Mark moved out of his parent's house into a town house. He soon discovered all the things that he now had to do himself. Paying for cable and internet was always something Mark's mom did. He shopped around and got both, adding a eighty dollar bill monthly.","Despite the added responsibilities and expenses, Mark felt proud of his new independence and ability to take care of himself in his own place."
689dddf7-b14c-41f3-9730-9104a56a0081,Blindsighted,I began to eat my meal at the restaurant.,"As soon as I turned away to pick up my napkin, someone ran.",They grabbed my wallet and left the place.,I decided to run after him.,"However, he managed to get in his car and drive away.","Write a concluding sentence for the following story: 'I began to eat my meal at the restaurant. As soon as I turned away to pick up my napkin, someone ran. They grabbed my wallet and left the place. I decided to run after him.","In the end, I caught up to the thief and retrieved my wallet, thankful for my quick thinking and determination to chase after him."
43f2137d-e450-406e-9b83-928c8f928d39,Blackjack Loss,Joe was playing blackjack.,He bet 200 dollars.,He thought he was going to win because he had a really good hand.,"However, the dealer had a better hand.",Joe lost his 200 dollars.,"Write a concluding sentence for the following story: 'Joe was playing blackjack. He bet 200 dollars. He thought he was going to win because he had a really good hand. However, the dealer had a better hand.","In the end, Joe lost the hand and left the table feeling disappointed but eager to try his luck again."
7c937e4e-1539-4aee-9ab8-4756cade943a,Diabetes and Moods,Hank has been a diabetic his whole life.,Hank does not always take care of this by taking his medicine.,Hank's blood sugar spikes or drops without medicine.,"When Hank's blood sugar does this, he becomes very irritable.","Therefore, it is important for him to be consistent with his care.","Write a concluding sentence for the following story: 'Hank has been a diabetic his whole life. Hank does not always take care of this by taking his medicine. Hank's blood sugar spikes or drops without medicine. When Hank's blood sugar does this, he becomes very irritable.",It is crucial for Hank to consistently take his medicine in order to manage his diabetes and prevent his blood sugar from spiking or dropping.
f9762024-d5d7-4e61-98d4-f9bed6825d4b,I've Seen that Episode!,A woman went to her twentieth high school reunion.,She was ashamed of her relatively un-prestigious job.,"Having seen a lot of sitcoms, she decided to fake being a doctor.","Unfortunately, so did everyone else.","It was a very, very awkward reunion.","Write a concluding sentence for the following story: 'A woman went to her twentieth high school reunion. She was ashamed of her relatively un-prestigious job. Having seen a lot of sitcoms, she decided to fake being a doctor. Unfortunately, so did everyone else.","In the end, the woman realized that trying to impress others by faking her profession was unnecessary, as everyone was pretending to be someone they were not."
aaa5ff82-91a4-4d91-8232-d6f887004412,Prunes,Joey's mom said his fingers turned to prunes in the bathtub.,"Later at the store, Joey was curious when he saw some prunes.","His mom bought some plums, explaining that's where prunes came from.","That night, she found Joey in the tub with the plums.",He said he was turning them into prunes.,"Write a concluding sentence for the following story: 'Joey's mom said his fingers turned to prunes in the bathtub. Later at the store, Joey was curious when he saw some prunes. His mom bought some plums, explaining that's where prunes came from. That night, she found Joey in the tub with the plums.","Despite the mix-up, Joey's curiosity and sense of humor made for a memorable evening with his mom."
2bc19259-a7c8-41c4-b44c-4324fd24371b,A Special Penny,Jill was missing her grandfather who recently passed away.,She was thinking about him as she walked down the sidewalk.,She picked up a penny she saw on the ground.,"It was dated 1943, the year her grandfather was born.",She felt like it was a sign that he was thinking of her too.,"Write a concluding sentence for the following story: 'Jill was missing her grandfather who recently passed away. She was thinking about him as she walked down the sidewalk. She picked up a penny she saw on the ground. It was dated 1943, the year her grandfather was born.","In that moment, Jill felt a comforting connection to her grandfather and knew he was still with her in spirit."
f44ffd85-78db-4327-b304-7e4071d306c8,Fish for dinner,Tim hated fish.,He never ate whenever his dad cooked it.,His dad always steamed it.,One day his dad friend the fish instead of steaming it.,"After that, Tim loved fish.",Write a concluding sentence for the following story: 'Tim hated fish. He never ate whenever his dad cooked it. His dad always steamed it. One day his dad friend the fish instead of steaming it.,Tim took one bite of the fried fish and his opinion on seafood was forever changed.
2fe4f79d-e2ad-4e66-a7a8-7c8abcfb4737,Embezzlement,The school staff was raising money for field day by having a car wash.,Many individuals came with their vehicles in order to get it washed.,The school made a large profit from the rate of the activity.,"Elena, the treasurer ended up taking half of it to pay for her bills.","When the school found out, she got fired from her job.","Write a concluding sentence for the following story: 'The school staff was raising money for field day by having a car wash. Many individuals came with their vehicles in order to get it washed. The school made a large profit from the rate of the activity. Elena, the treasurer ended up taking half of it to pay for her bills.","Unfortunately, Elena's actions ultimately undermined the school's fundraising efforts and left a blemish on what should have been a successful event."
f0fae622-2f0e-4206-9743-b1b50d664de0,Fire,Aaron was walking.,He then sees a house burning.,He hears screaming.,He called 911 but it was too late.,People already died.,Write a concluding sentence for the following story: 'Aaron was walking. He then sees a house burning. He hears screaming. He called 911 but it was too late.,"Unfortunately, Aaron arrived just in time to witness the tragic outcome of the house fire."
b7471b55-0efd-4ce4-838f-edfcec2c4ff2,Mouse,We lived in a housing project.,The place had mice.,One day I saw  mouse eating bread on the table.,I hit the mouse on the head with a hand broom.,I was glad to get rid of this pest.,Write a concluding sentence for the following story: 'We lived in a housing project. The place had mice. One day I saw  mouse eating bread on the table. I hit the mouse on the head with a hand broom.,"From that day on, we never saw another mouse in our home."
94d9e8d9-6f8e-491d-b4df-04bfe2a8ddc3,Riding horses,Kayla couldn't wait to go horseback riding.,She had never been before.,Her boyfriend decided to take her for a ride.,When she got on the horse it was a great feeling.,She couldn't wait to go back to the stable.,Write a concluding sentence for the following story: 'Kayla couldn't wait to go horseback riding. She had never been before. Her boyfriend decided to take her for a ride. When she got on the horse it was a great feeling.,"As they trotted through the lush countryside together, Kayla knew she had found a new passion in horseback riding."
d7a8afef-3dc6-4864-ad5f-8e3c3aa82434,Went to bed early,Yesterday was a long day.,I was out doing errands for hours.,As a result I decided to go to sleep.,I set my alarm for the next day.,When I woke up I felt refreshed.,Write a concluding sentence for the following story: 'Yesterday was a long day. I was out doing errands for hours. As a result I decided to go to sleep. I set my alarm for the next day.,"After a day of running errands, it was finally time to get some rest and prepare for the next day ahead."
f3d780f6-cb1b-4a2f-9c04-afe8ede7c940,Too Bold,Nate bragged to his friends about his athleticism.,He told them that he can easily swing from the monkey bars.,His friend made a bet with him.,"Therefore, he approached the monkey bars.","However, he ended up falling on his head.","Write a concluding sentence for the following story: 'Nate bragged to his friends about his athleticism. He told them that he can easily swing from the monkey bars. His friend made a bet with him. Therefore, he approached the monkey bars.","Nate confidently gripped the monkey bars and swung effortlessly across, proving to his friends that he was indeed athletic."
c99ca51c-e355-4458-be87-79b467f6dec7,Lost and Found,Fred decided to walk home from school one day.,His parents were on vacation.,He thought he knew where he was going.,But he found himself in a strange neighborhood.,"Luckily, he ran into a classmate who invited him inside.",Write a concluding sentence for the following story: 'Fred decided to walk home from school one day. His parents were on vacation. He thought he knew where he was going. But he found himself in a strange neighborhood.,"As the sun began to set, Fred realized he should have asked for directions before embarking on his journey."
871a0c60-80b9-4191-aaa4-e2096751f663,Boots,John had to shine six pair of boots.,He got reprimanded by his supervisor for slacking off.,John grumbled under his breath as he worked on the second pair.,"John spent three hours more, shining the boots.",John vowed never to disappoint his supervisor again.,"Write a concluding sentence for the following story: 'John had to shine six pair of boots. He got reprimanded by his supervisor for slacking off. John grumbled under his breath as he worked on the second pair. John spent three hours more, shining the boots.",John learned his lesson about working diligently and efficiently on the job.
d178cd27-3106-4403-bf80-44eb83ff434c,Contest,Bay was competing in a pie eating contest.,"She was doing well, but her opponent was catching up!",Bay was getting full and tired!,Then she found one last burst of strength and speed.,Bay won first prize in the pie eating contest!,"Write a concluding sentence for the following story: 'Bay was competing in a pie eating contest. She was doing well, but her opponent was catching up! Bay was getting full and tired! Then she found one last burst of strength and speed.","In the end, Bay emerged victorious, proudly claiming the title of pie eating champion."
2c8e9466-e2f2-4b45-b800-4c206ffbbdfb,The New Game,Joe got a new video game for his birthday.,"As soon as he saw it, he thanked his parents.","Afterwards, he ran up to his room to play it.",Joe spent the next three hours playing his new video game.,It was better than he thought it would be!,"Write a concluding sentence for the following story: 'Joe got a new video game for his birthday. As soon as he saw it, he thanked his parents. Afterwards, he ran up to his room to play it. Joe spent the next three hours playing his new video game.",Joe couldn't wait to unlock all the levels and defeat the final boss in his new video game.
4dc8463c-01ca-45c9-9692-386e0b10d3c6,Popping Corn,Dan was hungry.,He went to the kitchen to make a snack.,He put a bag of popcorn in the microwave.,"When it was finished, he put the microwave in a bowl.",Dan returned to the couch and watched a movie with his snack.,"Write a concluding sentence for the following story: 'Dan was hungry. He went to the kitchen to make a snack. He put a bag of popcorn in the microwave. When it was finished, he put the microwave in a bowl.","With his rumbling stomach finally satisfied, Dan sat down to enjoy his late-night snack of freshly popped popcorn."
4ebfa904-0a1f-4972-b838-f95641f26add,Sale,Rob was at a grocery store.,And he wanted to buy coffee.,He looked at the ground coffee that he usually buys.,But he saw another brand on sale.,"When he tried the coffee at home, he realized why it was on sale.",Write a concluding sentence for the following story: 'Rob was at a grocery store. And he wanted to buy coffee. He looked at the ground coffee that he usually buys. But he saw another brand on sale.,"In the end, Rob decided to give the new brand a try and was pleasantly surprised by its rich and bold flavor."
5a04ae4d-8e83-454f-870b-1ba5b09c7e5d,Rest,He was incredibly sleepy.,It pulled at his eyes and tempted him to rest his head at his desk.,He could feel its power getting stronger and stronger.,"Relenting, he rose from his desk and closed the door.",When he returned and sat down he fell asleep almost instantly.,"Write a concluding sentence for the following story: 'He was incredibly sleepy. It pulled at his eyes and tempted him to rest his head at his desk. He could feel its power getting stronger and stronger. Relenting, he rose from his desk and closed the door.","Despite the overwhelming urge to succumb to sleep, he knew he had to push through and continue on with his work."
e9963211-994c-4618-8c30-f620a34e30b2,Lea's Class Candy,Tara's daughter Lea informed her that she needed candy.,She learned that Lea's class was having a party.,Tara made plans on going to the store for some.,She wrote it down on a list so they wouldn't forget.,"Later that afternoon, they were able to pick some up.",Write a concluding sentence for the following story: 'Tara's daughter Lea informed her that she needed candy. She learned that Lea's class was having a party. Tara made plans on going to the store for some. She wrote it down on a list so they wouldn't forget.,Tara smiled at the thought of Lea's excitement for the upcoming party as she tucked the list into her purse.
25c07fe4-c509-4332-83e0-6fa4084c89cc,Chicken Nuggets,Chicken nuggets are likely on everyone's to-eat list.,If you've eaten them you know they are rather tasty.,They were the favorite food of my friend Mack.,Mack shared them with me once.,Now I can never forget the chicken delight that is nuggets.,Write a concluding sentence for the following story: 'Chicken nuggets are likely on everyone's to-eat list. If you've eaten them you know they are rather tasty. They were the favorite food of my friend Mack. Mack shared them with me once.,"To this day, whenever I see chicken nuggets on the menu, I think of my dear friend Mack and the delicious meal we shared together."
5aa37344-de29-428a-b8d0-9fda728c5133,Full Moon,My friends noticed that they act strange during a full moon.,They said they engaged in risky activities and couldn't sleep.,I told them that it might be some kind of placebo effect.,They looked up the scientific facts and showed them to me.,I was surprised to see that they were right about their experiences.,Write a concluding sentence for the following story: 'My friends noticed that they act strange during a full moon. They said they engaged in risky activities and couldn't sleep. I told them that it might be some kind of placebo effect. They looked up the scientific facts and showed them to me.,"After reviewing the evidence, my friends and I had a better understanding of the mysterious behavior they experienced during full moons."
e322ca7f-9eb2-462e-a80a-d96ef01b6e7d,The dolphin painting.,Julia was on a trip to the coast with her art class.,Every student was required to paint something from the trip.,"During the entire trip, Julia didn't feel inspired.","Finally, at the end of the trip they went on a boat and saw dolphins.",She was inspired and decided to paint them.,"Write a concluding sentence for the following story: 'Julia was on a trip to the coast with her art class. Every student was required to paint something from the trip. During the entire trip, Julia didn't feel inspired. Finally, at the end of the trip they went on a boat and saw dolphins.","As she watched the dolphins play in the ocean, Julia felt a wave of inspiration wash over her, and she knew exactly what she wanted to paint from the trip to the coast."
03d537b8-8775-437e-b442-ddf5b64f8137,Legs,Gina was the last one to the car.,All her siblings had chosen seats.,She didn't want to sit in the middle for the 9 hour ride.,She begged her mom to force her brother to scoot over.,She was upset when her mother forced her to sit in the middle.,Write a concluding sentence for the following story: 'Gina was the last one to the car. All her siblings had chosen seats. She didn't want to sit in the middle for the 9 hour ride. She begged her mom to force her brother to scoot over.,"Reluctantly, Gina's mom agreed to make her brother move over and Gina settled into the seat with a smile, ready for the long journey ahead."
eca0e210-dc53-4289-b82a-058100127912,Earthquake,Abby was worried about an earthquake in the future.,So she prepared.,She removed large objects from high shelves.,And she bought an emergency medical kit.,Abby felt less anxious because of her preparations.,Write a concluding sentence for the following story: 'Abby was worried about an earthquake in the future. So she prepared. She removed large objects from high shelves. And she bought an emergency medical kit.,Now Abby can rest easy knowing that she is well-prepared for any potential earthquake.
b2269d82-b0e2-4f32-a7b2-24406749c448,Public Speaking,During my first year of college I enrolled in a public speaking class.,Public speaking was almost an area I struggled with.,"In the beginning of the class, my presentations were horrid.","However, I became more and more confident in my ability to speak.",Now public speaking has become second nature to me!,"Write a concluding sentence for the following story: 'During my first year of college I enrolled in a public speaking class. Public speaking was almost an area I struggled with. In the beginning of the class, my presentations were horrid. However, I became more and more confident in my ability to speak.","By the end of the semester, I was amazed at how much I had grown as a public speaker."
0489c589-f5bc-4fc9-aab7-7a3aebc566cf,The Box,A woman came out of the cafe with a box.,"While walking by, I attempted to hold the door for her.",She screamed at me because she thought I was a chauvinist.,I backed away warily and went on my way.,She dropped the box full of puppies and one of them died.,"Write a concluding sentence for the following story: 'A woman came out of the cafe with a box. While walking by, I attempted to hold the door for her. She screamed at me because she thought I was a chauvinist. I backed away warily and went on my way.","I shook my head, surprised by her reaction, and continued on my way, hoping she would someday realize not everyone has ill intentions."
bd3f8e20-d72c-444f-a869-b672e202bac1,Funeral.,My uncle passed away and there was a funeral for him.,It was an open casket so it was strange to see him lye their.,"Everyone was crying, even my dad.",I didn't feel comfortable with all of this.,"However, it was interesting seeing everyone's emotions come out.","Write a concluding sentence for the following story: 'My uncle passed away and there was a funeral for him. It was an open casket so it was strange to see him lye their. Everyone was crying, even my dad. I didn't feel comfortable with all of this.","Despite feeling discomfort, saying goodbye to my uncle was a moment of closure for our family."
6a8d6eb4-32d1-4002-970a-094a87289dfe,The Visit,The entire family has dinner with Grandma every Sunday.,"One day, 13 year old Simon refuses to go.",Simon says Grandma's house is boring.,Mom suggests Simon bring his 3DS.,Simon plays Mario Kart the entire time he's at Grandma's.,"Write a concluding sentence for the following story: 'The entire family has dinner with Grandma every Sunday. One day, 13 year old Simon refuses to go. Simon says Grandma's house is boring. Mom suggests Simon bring his 3DS.","In the end, Simon realizes that spending time with family is more important than being entertained by video games."
aa95bb1d-4acb-43b2-9290-a465cf44dbaa,Online Dating,Kristy has been striking out with men lately.,She has gone on dates that friends have set her up with almost weekly.,None of them have yet to work out though.,As a last attempt Kristy tried online dating.,In a month she found someone that she is now in a relationship with!,Write a concluding sentence for the following story: 'Kristy has been striking out with men lately. She has gone on dates that friends have set her up with almost weekly. None of them have yet to work out though. As a last attempt Kristy tried online dating.,"Despite her previous disappointments, Kristy remains hopeful that online dating will lead to success in her search for love."
ce052743-0ca8-44f5-a43c-e246f12133ff,Bob's dream.,Bob's dream was to be a soccer player.,His peers kept on telling him he wouldn't make it.,Bob started training every day to be able to run faster.,Bob later tried out for his soccer team.,Bob was finally able to make it because of his hard work.,Write a concluding sentence for the following story: 'Bob's dream was to be a soccer player. His peers kept on telling him he wouldn't make it. Bob started training every day to be able to run faster. Bob later tried out for his soccer team.,"Against all odds, Bob proved everyone wrong and earned a spot on his soccer team, turning his dream into a reality."
2a5daf01-dd61-4cef-8939-732a1bf2ecc5,Ivy,"Ivy wanted to date Jason, but her parents said no.",They thought he was a bad guy.,Then Ivy set up a meeting between her parents and Jason.,They decided that Jason was charming and polite and after all.,They told Ivy that she was allowed to date him after all!,"Write a concluding sentence for the following story: 'Ivy wanted to date Jason, but her parents said no. They thought he was a bad guy. Then Ivy set up a meeting between her parents and Jason. They decided that Jason was charming and polite and after all.","In the end, Ivy's parents realized that Jason was not the person they had initially thought he was and gave their blessing for Ivy to date him."
d09ddfac-4900-4fd1-a60e-8f0bff8f1d73,Tea Time,Arthur decided he wanted to make tea.,"First, he set the kettle on to boil.","Then, he poured the water over the tea bag to steep.","Once the tea was done, he took a sip.",It was perfect.,"Write a concluding sentence for the following story: 'Arthur decided he wanted to make tea. First, he set the kettle on to boil. Then, he poured the water over the tea bag to steep. Once the tea was done, he took a sip.","Arthur savored the warm, comforting flavor of his freshly brewed tea."
c180d3cf-493c-4546-b0c8-01cbb1a472ca,Thanksgiving,John was traveling to New York state to visit his family.,It was the day before Thanksgiving.,"On the highway about halfway there, his tire blew on his car.",A passerby stopped to give him a ride to the nearest gas station.,He got to his family in time and he was most thankful for the passerby.,"Write a concluding sentence for the following story: 'John was traveling to New York state to visit his family. It was the day before Thanksgiving. On the highway about halfway there, his tire blew on his car. A passerby stopped to give him a ride to the nearest gas station.","Despite the setback, John was grateful for the kindness of strangers and looked forward to reuniting with his family in New York."
e684e087-f201-4a22-82be-583e68bfe21c,Night Call,Tre went out for a pleasant walk in the evening air.,"It was a perfect evening, and Tre felt very happy.","He came upon a group of friends, and enjoyed their company.",Tre stopped by the store and bought a soda and some skittles.,He then continued on his way home.,"Write a concluding sentence for the following story: 'Tre went out for a pleasant walk in the evening air. It was a perfect evening, and Tre felt very happy. He came upon a group of friends, and enjoyed their company. Tre stopped by the store and bought a soda and some skittles.","As he headed back home, Tre couldn't help but smile at the simple joys of a summer evening spent with friends and treats."
